6995655955,-23.627021,-46.739356
6995656000,-23.627248,-46.739219
6995839983,-23.602872,-46.658401
6997050378,-23.602872,-46.65837
6997112354,-23.603185,-46.657058
6997274700,-23.611825,-46.650161
6997817571,-23.619297,-46.731773
6999635165,-23.619297,-46.731773
6999740016,-23.626836,-46.739433
7001020802,-23.625556,-46.738975
7001060420,-23.621118,-46.738243
7001169593,-23.621118,-46.738243
7001223646,-23.6144,-46.740879
7001348292,-23.6144,-46.740879
7008829994,-23.626577,-46.739311
7014392814,-23.626823,-46.739265
7014432717,-23.62791,-46.741756
7014461609,-23.62466,-46.741035
7014533579,-23.62466,-46.741035
7020657983,-23.572647,-46.646423
7020658270,-23.572647,-46.646423
7020658357,-23.572647,-46.646423
7020658451,-23.572647,-46.646423
7020658783,-23.572647,-46.646423
7020659086,-23.572647,-46.646423
7020659208,-23.572647,-46.646423
7020659573,-23.572647,-46.646423
7020659890,-23.572647,-46.646423
7020659976,-23.572647,-46.646423
7021542396,-23.626604,-46.739341
7025722846,-23.626224,-46.738998
7033638298,-23.572624,-46.646595
7033638425,-23.572624,-46.646595
7033638768,-23.572624,-46.646595
7033639146,-23.572624,-46.646595
7033848345,-23.585903,-46.677421
7035214042,-23.585988,-46.677558
7035413068,-23.621158,-46.73825
7035468315,-23.621158,-46.73825
7035536297,-23.626731,-46.739414
7038817088,-23.626831,-46.739326
7038817225,-23.626831,-46.739326
7038817506,-23.626831,-46.739326
7038817605,-23.626831,-46.739326
7044269606,-23.626831,-46.739326
7044291553,-23.626831,-46.739326
7051687938,-23.626831,-46.739326
7051688046,-23.626831,-46.739326
7051688323,-23.626831,-46.739326
7051832690,-23.642414,-46.733444
7052390429,-23.637943,-46.729656
7052511167,-23.626377,-46.739608
